unit_id,unit_name,parent_code,parent_name,yyyymm,year,month,modis_ba_any_ba2012,viirs_det_primary,viirs_frp_mean_mw,modis_burnable_km2_union_ba2012,mismatch_y
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202401,2024,1,1.0,15.0,7.47875,297.08765471875034,0
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202402,2024,2,0.0,23.0,6.0515384615384615,297.08765471875034,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202403,2024,3,0.0,34.0,8.934285714285714,297.08765471875034,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202404,2024,4,0.0,14.0,7.608571428571427,297.08765471875034,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202409,2024,9,0.0,5.0,9.49,297.08765471875034,1
Abuakwa_South,ABUAKWA SOUTH,FZ,FOREST ZONE,202412,2024,12,0.0,5.0,7.07,297.08765471875034,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201202,2012,2,0.0,6.0,3.415,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201203,2012,3,0.0,15.0,6.923333333333333,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201204,2012,4,0.0,85.0,9.683076923076923,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201205,2012,5,0.0,14.0,6.5275,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201208,2012,8,0.0,1.0,1.82,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201211,2012,11,0.0,1.0,8.6,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201301,2013,1,0.0,2.0,4.15,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201302,2013,2,0.0,6.0,2.455,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201303,2013,3,0.0,28.0,6.460833333333333,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201304,2013,4,0.0,138.0,13.976875,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201305,2013,5,0.0,13.0,7.353999999999999,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201401,2014,1,0.0,3.0,5.213333333333334,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201402,2014,2,0.0,1.0,1.17,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201403,2014,3,0.0,2.0,2.49,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201404,2014,4,0.0,75.0,10.306153846153846,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201405,2014,5,0.0,10.0,4.807142857142857,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201501,2015,1,0.0,2.0,6.81,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201502,2015,2,0.0,12.0,5.580000000000001,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201503,2015,3,0.0,10.0,8.61,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201504,2015,4,0.0,87.0,14.930666666666667,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201505,2015,5,0.0,21.0,7.216666666666667,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201508,2015,8,0.0,1.0,2.93,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201509,2015,9,0.0,1.0,4.11,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201510,2015,10,0.0,4.0,4.9275,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201601,2016,1,0.0,7.0,2.18,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201602,2016,2,0.0,18.0,5.108,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201603,2016,3,0.0,25.0,7.937142857142858,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201604,2016,4,0.0,113.0,11.18,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201605,2016,5,0.0,19.0,9.176666666666666,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201607,2016,7,0.0,2.0,4.25,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201610,2016,10,0.0,1.0,2.01,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201701,2017,1,0.0,1.0,1.75,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201702,2017,2,0.0,2.0,3.96,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201703,2017,3,0.0,10.0,3.753333333333333,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201704,2017,4,0.0,81.0,8.866666666666667,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201705,2017,5,0.0,2.0,2.87,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201709,2017,9,0.0,1.0,8.04,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201801,2018,1,0.0,2.0,3.87,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201802,2018,2,0.0,8.0,7.01,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201803,2018,3,0.0,12.0,4.302222222222222,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201804,2018,4,0.0,75.0,19.63230769230769,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201805,2018,5,0.0,22.0,7.53625,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201810,2018,10,0.0,1.0,2.97,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201902,2019,2,0.0,2.0,4.465,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201903,2019,3,0.0,16.0,7.628333333333334,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201904,2019,4,0.0,52.0,8.17818181818182,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201905,2019,5,0.0,5.0,4.7725,314.8146089531269,1
Abura_Asebu_Kwamankese,ABURA-ASEBU-KWAMANKESE,CZ,COASTAL ZONE,201911,2019,11,0.0,2.0,8.45,314.8146089531269,1
