unit_id,unit_name,parent_code,parent_name,yyyymm,year,month,viirs_supported_flag,ba2012_supported_flag,viirs_det_primary,modis_ba_any_ba2012,observation_state,viirs_positive,mismatch_y
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202201,2022,1,1,1,14.0,1.0,both_positive,1,0
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202202,2022,2,1,1,6.0,1.0,both_positive,1,0
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202203,2022,3,1,1,6.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202204,2022,4,1,1,3.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202205,2022,5,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202206,2022,6,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202207,2022,7,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202208,2022,8,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202209,2022,9,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202210,2022,10,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202211,2022,11,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202212,2022,12,1,1,0.0,0.0,both_zero,0,
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202301,2023,1,1,1,9.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202302,2023,2,1,1,12.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202303,2023,3,1,1,14.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202304,2023,4,1,1,3.0,0.0,viirs_positive_mcd64a1_zero,1,1
Abuakwa_North,ABUAKWA NORTH,FZ,FOREST ZONE,202305,2023,5,1,1,0.0,0.0,both_zero,0,
