parent_code,parent_name,unit_id,year,annual_rate,annual_ba_km2,fixed_burnable_km2,n,sen_slope,u_n,long_run_variance,variance_floor,variance_floor_used,t_n,realised_bandwidth,bandwidth_rule,permutation_count,seed,extreme_count,raw_p,bh_q,bh_rejected,bh_alpha,effect_method_id,method_id,implementation_id,empirical_cdf,studentisation,alternative,p_value_method
FZ,FOREST ZONE,forest_zone,2016,11.897200166132158,7125.678406609428,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2017,6.620988615429954,3965.5578580312504,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2018,11.546066701668963,6915.371434328168,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2019,5.149965727020382,3084.50720029687,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2020,14.587302413888589,8736.881314078148,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2021,6.856483129199403,4106.604335203156,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2022,15.170079439444109,9085.928283859366,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2023,6.5674405959578674,3933.485945250027,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
FZ,FOREST ZONE,forest_zone,2024,13.435773541407645,8047.187578859403,59893.742284795255,24,-0.0531408764429661,-0.08695652173913043,0.30246913580246915,0.001,False,-0.7745817276084419,2,floor_n_power_one_third,9999,20260822,5740,0.5741,0.5741,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
GS,GUINEA SAVANNAH,guinea_savannah,2001,47.69481492875543,41126.621061765094,86228.7045734392,24,-0.4502995257160126,-0.3188405797101449,0.4814814814814814,0.001,False,-2.2510721598469816,2,floor_n_power_one_third,9999,20260822,832,0.0833,0.20825,False,0.05,sens_slope,studentized_global_mann_kendall_permutation,trend.romano_tirlea_studentized_global_mk.v1,less_than_or_equal_ecdf,recompute_for_each_permutation,two_sided_absolute,monte_carlo_plus_one
