unit_id,unit_code,unit_name,year,annual_ba_km2,fixed_burnable_km2,annual_rate
guinea_savannah,GS,GUINEA SAVANNAH,2018,26680.40821590611,86228.7045734392,30.94144617838131
guinea_savannah,GS,GUINEA SAVANNAH,2019,29936.736731718513,86228.7045734392,34.71783193289424
guinea_savannah,GS,GUINEA SAVANNAH,2020,39012.87142862499,86228.7045734392,45.24348547460612
guinea_savannah,GS,GUINEA SAVANNAH,2021,26795.39898579672,86228.7045734392,31.07480173609199
guinea_savannah,GS,GUINEA SAVANNAH,2022,38543.03640151549,86228.7045734392,44.698614680786704
guinea_savannah,GS,GUINEA SAVANNAH,2023,25406.671390718904,86228.7045734392,29.464285143099385
guinea_savannah,GS,GUINEA SAVANNAH,2024,32218.537751609292,86228.7045734392,37.364051693678675
sudan_savannah,SS,SUDAN SAVANNAH,2001,5601.28331854685,15009.317504406696,37.31870764211849
sudan_savannah,SS,SUDAN SAVANNAH,2002,5826.216851624997,15009.317504406696,38.81733363235494
sudan_savannah,SS,SUDAN SAVANNAH,2003,6670.283311828096,15009.317504406696,44.44095016225567
sudan_savannah,SS,SUDAN SAVANNAH,2004,7212.68391824985,15009.317504406696,48.05470945719034
sudan_savannah,SS,SUDAN SAVANNAH,2005,8398.415742406105,15009.317504406696,55.95468108353596
sudan_savannah,SS,SUDAN SAVANNAH,2006,6081.478657062435,15009.317504406696,40.518022590147275
sudan_savannah,SS,SUDAN SAVANNAH,2007,5988.26461798436,15009.317504406696,39.896981433207884
sudan_savannah,SS,SUDAN SAVANNAH,2008,5461.253156578121,15009.317504406696,36.385752749748356
sudan_savannah,SS,SUDAN SAVANNAH,2009,5893.342503562382,15009.317504406696,39.264560176251265
sudan_savannah,SS,SUDAN SAVANNAH,2010,7078.215737093665,15009.317504406696,47.15881141841073
sudan_savannah,SS,SUDAN SAVANNAH,2011,6642.488301296826,15009.317504406696,44.25576512287523
sudan_savannah,SS,SUDAN SAVANNAH,2012,5139.699753203127,15009.317504406696,34.24339415629075
sudan_savannah,SS,SUDAN SAVANNAH,2013,6372.891016999991,15009.317504406696,42.45956563400652
sudan_savannah,SS,SUDAN SAVANNAH,2014,7135.2925443124905,15009.317504406696,47.5390872517527
sudan_savannah,SS,SUDAN SAVANNAH,2015,4842.088828234387,15009.317504406696,32.2605529985808
sudan_savannah,SS,SUDAN SAVANNAH,2016,7372.186320546838,15009.317504406696,49.11739869839107
sudan_savannah,SS,SUDAN SAVANNAH,2017,7095.305678734285,15009.317504406696,47.27267363523439
sudan_savannah,SS,SUDAN SAVANNAH,2018,4690.50417129688,15009.317504406696,31.250615958518836
sudan_savannah,SS,SUDAN SAVANNAH,2019,4839.95426578127,15009.317504406696,32.24633141620378
sudan_savannah,SS,SUDAN SAVANNAH,2020,5680.395610421861,15009.317504406696,37.84579551171539
sudan_savannah,SS,SUDAN SAVANNAH,2021,5947.428805546824,15009.317504406696,39.624911684363234
sudan_savannah,SS,SUDAN SAVANNAH,2022,4581.681352578113,15009.317504406696,30.52558086823697
sudan_savannah,SS,SUDAN SAVANNAH,2023,4588.300056468758,15009.317504406696,30.56967816905496
sudan_savannah,SS,SUDAN SAVANNAH,2024,3919.7599489218674,15009.317504406696,26.11551090028601
transition_zone,TZ,TRANSITION ZONE,2001,5941.007674546868,23949.05641737403,24.80685489653328
transition_zone,TZ,TRANSITION ZONE,2002,4798.551341765649,23949.05641737403,20.03649437430237
transition_zone,TZ,TRANSITION ZONE,2003,5572.529512656293,23949.05641737403,23.268263331717982
transition_zone,TZ,TRANSITION ZONE,2004,3687.013153890626,23949.05641737403,15.395233489098358
transition_zone,TZ,TRANSITION ZONE,2005,7977.707878843747,23949.05641737403,33.3111573993214
transition_zone,TZ,TRANSITION ZONE,2006,7103.441689968755,23949.05641737403,29.66063282900577
transition_zone,TZ,TRANSITION ZONE,2007,5514.8142420937575,23949.05641737403,23.02727149656298
transition_zone,TZ,TRANSITION ZONE,2008,5603.51602418749,23949.05641737403,23.39764843562845
transition_zone,TZ,TRANSITION ZONE,2009,3698.799647390618,23949.05641737403,15.444448344558971
transition_zone,TZ,TRANSITION ZONE,2010,4934.260074984373,23949.05641737403,20.603150241045718
transition_zone,TZ,TRANSITION ZONE,2011,5891.700981140637,23949.05641737403,24.60097332630799
transition_zone,TZ,TRANSITION ZONE,2012,3669.4823843906333,23949.05641737403,15.322033237721124
transition_zone,TZ,TRANSITION ZONE,2013,5031.540081421868,23949.05641737403,21.00934581193645
transition_zone,TZ,TRANSITION ZONE,2014,3933.492046296871,23949.05641737403,16.424413462249344
transition_zone,TZ,TRANSITION ZONE,2015,5590.510607437502,23949.05641737403,23.343343929750077
transition_zone,TZ,TRANSITION ZONE,2016,3448.6796999531243,23949.05641737403,14.400065037431924
transition_zone,TZ,TRANSITION ZONE,2017,3289.24769851563,23949.05641737403,13.734351956052095
transition_zone,TZ,TRANSITION ZONE,2018,3409.787451671877,23949.05641737403,14.237669293718895
transition_zone,TZ,TRANSITION ZONE,2019,2878.395542390629,23949.05641737403,12.01882651335889
transition_zone,TZ,TRANSITION ZONE,2020,4234.847450843752,23949.05641737403,17.682731950021832
transition_zone,TZ,TRANSITION ZONE,2021,1418.253482531251,23949.05641737403,5.921959754131974
transition_zone,TZ,TRANSITION ZONE,2022,3663.7177050625023,23949.05641737403,15.297962647098819
transition_zone,TZ,TRANSITION ZONE,2023,2274.115298843756,23949.05641737403,9.49563631740406
transition_zone,TZ,TRANSITION ZONE,2024,2788.3986238593625,23949.05641737403,11.643041693435976
