unit_id,unit_code,unit_name,n_months,n_years,ba_total_km2,mean_annual_ba_km2,fixed_burnable_union_km2,mean_annual_ba_per100km2_fixed_support,peak_month_descriptive,circular_mean_direction_radians,circular_mean_month,mean_resultant_length,seasonality_status,climatology_ba_km2_m01,climatology_ba_km2_m02,climatology_ba_km2_m03,climatology_ba_km2_m04,climatology_ba_km2_m05,climatology_ba_km2_m06,climatology_ba_km2_m07,climatology_ba_km2_m08,climatology_ba_km2_m09,climatology_ba_km2_m10,climatology_ba_km2_m11,climatology_ba_km2_m12,monthly_share_m01,monthly_share_m02,monthly_share_m03,monthly_share_m04,monthly_share_m05,monthly_share_m06,monthly_share_m07,monthly_share_m08,monthly_share_m09,monthly_share_m10,monthly_share_m11,monthly_share_m12
coastal_zone,CZ,COASTAL ZONE,288,24,12752.7080583594,531.362835764974,12788.0617464532,4.15514756106295,1,0.0470675741777507,1.0898924450768,0.884837971649122,ok,319.315676013672,72.4371806888021,20.8739957916667,20.3839028802084,0.578835689453125,0,0,0,2.26196249804687,2.1461821953125,6.20708027734375,87.1580197304689,0.600937164816901,0.136323385478245,0.0392838836039699,0.038361551670927,0.00108934168988278,0,0,0,0.00425690760775629,0.00403901449415963,0.0116814347175932,0.164027315920565
forest_zone,FZ,FOREST ZONE,288,24,155817.958203844,6492.41492516016,59893.7422847953,10.8398885718122,1,6.24917516058898,0.935045404657894,0.930629466463353,ok,3794.85786642774,1060.56453111849,88.3905520032553,8.13097377473958,0.16030444921875,0,0,0.418572001953125,0,4.74677987109375,131.200169840495,1403.94517567318,0.584506367841874,0.163354397915707,0.0136144336155587,0.00125238048838029,2.46910357804643e-05,0,0,6.44709259617752e-05,0,0.000731127003712976,0.0202082231885785,0.216243907984446
guinea_savannah,GS,GUINEA SAVANNAH,288,24,850933.900024851,35455.5791677021,86228.7045734392,41.1180700708606,12,5.86625185413975,0.203715760100057,0.918411300652141,ok,9060.47601080985,1693.9340100293,184.276145652995,11.7217217083333,1.14909592122396,0.151433709635417,0,0,0.54338762890625,306.040638511719,4919.81603968293,19277.4706840472,0.255544436827685,0.0477762329594765,0.00519738077839267,0.00033060302450259,3.24094528477119e-05,4.27108266710712e-06,0,0,1.53258708971039e-05,0.00863166378030861,0.138759996456766,0.543707679766457
sudan_savannah,SS,SUDAN SAVANNAH,288,24,143059.41446928,5960.80893622002,15009.3175044067,39.7140571812805,12,5.55101216302054,11.6016522988954,0.935101313596236,ok,454.644169108724,22.5113654329427,3.09121874153646,1.05120328776042,0.204885475911458,0,0,0,0.151438327473958,200.898502326823,2461.92213469137,2816.33401882747,0.0762722264668044,0.00377656215352845,0.000518590475657273,0.000176352454676567,3.43720924632394e-05,0,0,0,2.54056670989343e-05,0.0337032279471485,0.413018125733212,0.472475137009411
transition_zone,TZ,TRANSITION ZONE,288,24,106353.810294688,4431.40876227865,23949.056417374,18.5034795736831,1,6.15259061593607,0.750582512164419,0.911419893222941,ok,1946.52057956185,573.593777530599,94.5033755319011,30.6550511627605,0.240465979817708,0,0,0,0,0.0979718053385417,88.6913182884116,1697.10622241797,0.439255479235217,0.129438246007271,0.021325808699107,0.0069176762531375,5.42640033265764e-05,0,0,0,0,2.2108501064606e-05,0.020014248977295,0.382972168323581
