unit_type,level,unit_id,unit_code,unit_name,parent_level,parent_id,parent_code,parent_name,area_sqkm
district,district,Nkoranza_South,,NKORANZA SOUTH,acz,transition_zone,TZ,TRANSITION ZONE,922.608831
district,district,Offinso_North,,OFFINSO NORTH,acz,transition_zone,TZ,TRANSITION ZONE,946.134023
district,district,Pru_West,,PRU WEST,acz,transition_zone,TZ,TRANSITION ZONE,1569.622004
district,district,Sunyani_Municipal,,SUNYANI MUNICIPAL,acz,transition_zone,TZ,TRANSITION ZONE,506.306068
district,district,Sunyani_West,,SUNYANI WEST,acz,transition_zone,TZ,TRANSITION ZONE,1058.386409
district,district,Tain,,TAIN,acz,transition_zone,TZ,TRANSITION ZONE,1828.722081
district,district,Tano_North_Municipal,,TANO NORTH MUNICIPAL,acz,transition_zone,TZ,TRANSITION ZONE,837.157168
district,district,Tano_South_Municipal,,TANO SOUTH MUNICIPAL,acz,transition_zone,TZ,TRANSITION ZONE,488.739031
district,district,Techiman_Municipal,,TECHIMAN MUNICIPAL,acz,transition_zone,TZ,TRANSITION ZONE,648.782481
district,district,Techiman_North,,TECHIMAN NORTH,acz,transition_zone,TZ,TRANSITION ZONE,389.389184
district,district,Wenchi_Municipal,,WENCHI MUNICIPAL,acz,transition_zone,TZ,TRANSITION ZONE,1144.460261
