panel,record_type,unit_id,unit_name,parent_code,state,proportion,value,term,adjusted_or,or_lower_95,or_upper_95,p,support_status,exclusion_reasons
mismatch_geography,district_viirs_only_share,Nandom,NANDOM,SS,,,0.5,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nanton,NANTON,GS,,,0.25454545454545452,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nanumba_North,NANUMBA NORTH,GS,,,0.28999999999999998,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nanumba_South,NANUMBA SOUTH,GS,,,0.38095238095238093,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,New_Juaben_North_Municipal,NEW JUABEN NORTH MUNICIPAL,FZ,,,0.890625,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,New_Juaben_South_Municipal,NEW JUABEN SOUTH MUNICIPAL,FZ,,,0.93877551020408168,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Ningo_Prampram,NINGO/PRAMPRAM,CZ,,,0.85858585858585856,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nkoranza_North,NKORANZA NORTH,TZ,,,0.61029411764705888,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nkoranza_South,NKORANZA SOUTH,TZ,,,0.6470588235294118,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nkwanta_North,NKWANTA NORTH,GS,,,0.43925233644859812,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nkwanta_South_Municipal,NKWANTA SOUTH MUNICIPAL,GS,,,0.5,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,North_Dayi,NORTH DAYI,FZ,,,0.67272727272727273,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,North_East_Gonja,NORTH EAST GONJA,GS,,,0.31481481481481483,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,North_Gonja,NORTH GONJA,GS,,,0.3235294117647059,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,North_Tongu,NORTH TONGU,FZ,,,0.58715596330275233,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nsawam_Adoagyiri,NSAWAM ADOAGYIRI,FZ,,,0.92045454545454541,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Nzema_East,NZEMA EAST,CZ,,,0.97435897435897434,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Obuasi_East,OBUASI EAST,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Obuasi_Municipal,OBUASI MUNICIPAL,FZ,,,0.98684210526315785,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Offinso_Municipal,OFFINSO MUNICIPAL,FZ,,,0.73958333333333337,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Offinso_North,OFFINSO NORTH,TZ,,,0.68085106382978722,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Oforikrom_Municipal,OFORIKROM MUNICIPAL,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Okaikwei_North_Municipal,OKAIKWEI NORTH MUNICIPAL,CZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Okere,OKERE,FZ,,,0.84799999999999998,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Old_Tafo_Municipal,OLD TAFO MUNICIPAL,FZ,,,,,,,,,excluded,primary_denominator_zero_or_nonpositive
mismatch_geography,district_viirs_only_share,Prestea_Huni_Valley,PRESTEA/HUNI VALLEY,FZ,,,0.96747967479674801,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Pru_East,PRU EAST,GS,,,0.39795918367346939,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Pru_West,PRU WEST,TZ,,,0.49074074074074076,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Pusiga,PUSIGA,SS,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Saboba,SABOBA,GS,,,0.23999999999999999,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sagnerigu,SAGNERIGU,GS,,,0.54545454545454541,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Savelugu,SAVELUGU,GS,,,0.3888888888888889,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sawla_Tuna_Kalba,SAWLA-TUNA-KALBA,GS,,,0.375,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sefwi_Akontombra,SEFWI AKONTOMBRA,FZ,,,0.96385542168674698,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sefwi_Wiawso,SEFWI-WIAWSO,FZ,,,0.97169811320754718,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekondi_Takoradi_Metropolis,SEKONDI TAKORADI METROPOLIS,CZ,,,0.98245614035087714,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekyere_Afram_Plains_North,SEKYERE AFRAM PLAINS NORTH,FZ,,,0.58041958041958042,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekyere_Central,SEKYERE CENTRAL,FZ,,,0.59859154929577463,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekyere_East,SEKYERE EAST,FZ,,,0.95238095238095233,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekyere_Kumawu,SEKYERE KUMAWU,FZ,,,0.62015503875968991,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sekyere_South,SEKYERE SOUTH,FZ,,,0.79746835443037978,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sene_East,SENE EAST,GS,,,0.46551724137931033,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sene_West,SENE WEST,GS,,,0.47706422018348627,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Shai_Osudoku,SHAI OSUDOKU,CZ,,,0.68421052631578949,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Shama,SHAMA,CZ,,,0.98019801980198018,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sissala_East,SISSALA EAST,SS,,,0.37142857142857144,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sissala_West,SISSALA WEST,SS,,,0.44680851063829785,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,South_Dayi,SOUTH DAYI,FZ,,,0.72072072072072069,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,South_Tongu,SOUTH TONGU,CZ,,,0.85123966942148765,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Suaman,SUAMAN,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Suame_Municipal,SUAME MUNICIPAL,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Suhum_Municipal,SUHUM MUNICIPAL,FZ,,,0.9285714285714286,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sunyani_Municipal,SUNYANI MUNICIPAL,TZ,,,0.93999999999999995,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Sunyani_West,SUNYANI WEST,TZ,,,0.69444444444444442,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tain,TAIN,TZ,,,0.60544217687074831,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Talensi,TALENSI,SS,,,0.34883720930232559,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tamale_Metropolitan,TAMALE METROPOLITAN,GS,,,0.2878787878787879,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tano_North_Municipal,TANO NORTH MUNICIPAL,TZ,,,0.81578947368421051,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tano_South_Municipal,TANO SOUTH MUNICIPAL,TZ,,,0.84210526315789469,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tarkwa_Nsuaem,TARKWA NSUAEM,CZ,,,0.97802197802197799,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tatale_Sanguli,TATALE SANGULI,GS,,,0.35238095238095241,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Techiman_Municipal,TECHIMAN MUNICIPAL,TZ,,,0.8294573643410853,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Techiman_North,TECHIMAN NORTH,TZ,,,0.84745762711864403,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tema_Metropolitan,TEMA METROPOLITAN,CZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tema_West_Municipal,TEMA WEST MUNICIPAL,CZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tempane,TEMPANE,SS,,,0.92682926829268297,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Tolon,TOLON,GS,,,0.27500000000000002,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Twifo_Atti_Morkwa,TWIFO ATTI-MORKWA,FZ,,,0.97368421052631582,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Twifo_Hemang_Lower_Denkyira,TWIFO HEMANG LOWER DENKYIRA,FZ,,,0.9882352941176471,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Upper_Denkyira_East_Municipal,UPPER DENKYIRA EAST MUNICIPAL,FZ,,,0.97402597402597402,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Upper_Denkyira_West,UPPER DENKYIRA WEST,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Upper_Manya,UPPER MANYA,FZ,,,0.63492063492063489,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Upper_West_Akim,UPPER WEST AKIM,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wa_East,WA EAST,GS,,,0.3888888888888889,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wa_Municipal,WA MUNICIPAL,GS,,,0.5,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wa_West,WA WEST,GS,,,0.52054794520547942,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wassa_Amenfi_Central,WASSA AMENFI CENTRAL,FZ,,,0.98958333333333337,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wassa_Amenfi_East,WASSA AMENFI EAST,FZ,,,1,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wassa_Amenfi_West,WASSA AMENFI WEST,FZ,,,0.98809523809523814,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wassa_East,WASSA EAST,FZ,,,0.956989247311828,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Weija_Gbawe_Municipal,WEIJA GBAWE MUNICIPAL,CZ,,,0.98611111111111116,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Wenchi_Municipal,WENCHI MUNICIPAL,TZ,,,0.63945578231292521,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,West_Akim,WEST AKIM,FZ,,,0.97999999999999998,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,West_Gonja,WEST GONJA,GS,,,0.36458333333333331,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,West_Mamprusi_Municipal,WEST MAMPRUSI MUNICIPAL,GS,,,0.36734693877551022,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Yendi_Municipal,YENDI MUNICIPAL,GS,,,0.23958333333333334,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Yilo_Krobo,YILO KROBO,FZ,,,0.74242424242424243,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Yunyoo_Nasuan,YUNYOO-NASUAN,GS,,,0.31168831168831168,,,,,,valid_nonzero,
mismatch_geography,district_viirs_only_share,Zabzugu,ZABZUGU,GS,,,0.38613861386138615,,,,,,valid_nonzero,
focal_adjusted_associations,focal_pgee,,,,,,,VIIRS detection count (per doubling),0.4564378729396108,0.42208281901658962,0.49358922578046904,6.4390839094584473e-86,valid_nonzero,
focal_adjusted_associations,focal_pgee,,,,,,,Mean FRP (per doubling),0.60580427035305873,0.52877935291049893,0.69404906216169904,5.0562411116936101e-13,valid_nonzero,
