parent_code,parent_name,direct_long_run_rate,district_rate_median,district_rate_iqr,district_rate_gini,circular_mean_month,mean_resultant_length,sen_slope,trend_permutation_p,trend_bh_q
CZ,COASTAL ZONE,4.1551475610629476,0.3635914786324117,2.156486846572466,0.80948644654700841,1.0898924450768017,0.8848379716491217,-0.16474494754370669,0.23219999999999999,0.29025000000000001
FZ,FOREST ZONE,10.839888571812187,0.26197099272691321,3.5954584847894822,0.81947521172856375,0.93504540465789354,0.93062946646335298,-0.053140876442966098,0.57410000000000005,0.57410000000000005
GS,GUINEA SAVANNAH,41.118070070860597,36.561261034877333,19.196536935568414,0.21903457418140015,0.20371576010005654,0.91841130065214083,-0.45029952571601262,0.083299999999999999,0.20824999999999999
SS,SUDAN SAVANNAH,39.714057181280481,27.856319483677304,29.804633120796893,0.37806203831394503,11.601652298895441,0.93510131359623583,-0.50158205367743391,0.13719999999999999,0.22866666666666666
TZ,TRANSITION ZONE,18.503479573683112,5.3373634482539414,17.200488638736179,0.61204594285665426,0.75058251216441896,0.91141989322294104,-0.67532712317247512,0.057099999999999998,0.20824999999999999
